,0,1,2,3,4,5
209,11710056,"Infant formula, powder, made with baby water (Similac Expert Care Alimentum)",Similac Alimentum; made with Nursery water; Gerber Pure Water; Beech Nut Spring Water,1,9404,"Formula, prepared from powder"
210,11710350,"Infant formula, NS as to form (Similac Advance)",Similac Advance EarlyShield,1,9402,"Formula, ready-to-feed"
211,11710351,"Infant formula, ready-to-feed (Similac Advance)",Similac Advance EarlyShield,1,9402,"Formula, ready-to-feed"
212,11710352,"Infant formula, liquid concentrate, made with water, NFS (Similac Advance)",Similac Advance EarlyShield,1,9406,"Formula, prepared from concentrate"
213,11710353,"Infant formula, powder, made with water, NFS (Similac Advance)",Similac Advance EarlyShield,1,9404,"Formula, prepared from powder"
214,11710354,"Infant formula, liquid concentrate, made with tap water (Similac Advance)",Similac Advance EarlyShield; made with filtered tap water or well water,1,9406,"Formula, prepared from concentrate"
215,11710355,"Infant formula, liquid concentrate, made with plain bottled water (Similac Advance)",Similac Advance EarlyShield; made with bottled spring water,1,9406,"Formula, prepared from concentrate"
216,11710356,"Infant formula, liquid concentrate, made with baby water (Similac Advance)",Similac Advance EarlyShield; made with Nursery water; Gerber Pure water; Beech-Nut Spring water,1,9406,"Formula, prepared from concentrate"
217,11710357,"Infant formula, powder, made with tap water (Similac Advance)",Similac Advance EarlyShield; made with filtered tap water or well water,1,9404,"Formula, prepared from powder"
218,11710358,"Infant formula, powder, made with plain bottled water (Similac Advance)",Similac Advance EarlyShield; made with bottled spring water,1,9404,"Formula, prepared from powder"
219,11710359,"Infant formula, powder, made with baby water (Similac Advance)",Similac Advance EarlyShield; made with Nursery water; Gerber Pure water; Beech-Nut Spring water,1,9404,"Formula, prepared from powder"
220,11710360,"Infant formula, NS as to form (Similac Advance Organic)",Similac Organic,1,9402,"Formula, ready-to-feed"
221,11710361,"Infant formula, ready-to-feed (Similac Advance Organic)",Similac Organic,1,9402,"Formula, ready-to-feed"
222,11710363,"Infant formula, powder, made with water, NFS (Similac Advance Organic)",Similac Organic,1,9404,"Formula, prepared from powder"
223,11710367,"Infant formula, powder, made with tap water (Similac Advance Organic)",Similac Organic; made with filtered tap water or well water,1,9404,"Formula, prepared from powder"
224,11710368,"Infant formula, powder, made with plain bottled water (Similac Advance Organic)",Similac Organic; made with bottled spring water,1,9404,"Formula, prepared from powder"
225,11710369,"Infant formula, powder, made with baby water (Similac Advance Organic)",Similac Organic; made with Nursery water; Gerber Pure water; Beech-Nut Spring water,1,9404,"Formula, prepared from powder"
226,11710370,"Infant formula, NS as to form (Similac Sensitive)",,1,9402,"Formula, ready-to-feed"
227,11710371,"Infant formula, ready-to-feed (Similac Sensitive)",,1,9402,"Formula, ready-to-feed"
228,11710372,"Infant formula, liquid concentrate, made with water, NFS (Similac Sensitive)",,1,9406,"Formula, prepared from concentrate"
229,11710373,"Infant formula, powder, made with water, NFS (Similac Sensitive)",,1,9404,"Formula, prepared from powder"
230,11710374,"Infant formula, liquid concentrate, made with tap water (Similac Sensitive)",made with filtered tap water or well water,1,9406,"Formula, prepared from concentrate"
231,11710375,"Infant formula, liquid concentrate, made with plain bottled water (Similac Sensitive)",made with bottled spring water,1,9406,"Formula, prepared from concentrate"
232,11710376,"Infant formula, liquid concentrate, made with baby water (Similac Sensitive)",made with Nursery water; Gerber Pure water; Beech-Nut Spring water,1,9406,"Formula, prepared from concentrate"
233,11710377,"Infant formula, powder, made with tap water (Similac Sensitive)",made with filtered tap water or well water,1,9404,"Formula, prepared from powder"
234,11710378,"Infant formula, powder, made with plain bottled water (Similac Sensitive)",made with bottled spring water,1,9404,"Formula, prepared from powder"
235,11710379,"Infant formula, powder, made with baby water (Similac Sensitive)",made with Nursery water; Gerber Pure water; Beech-Nut Spring water,1,9404,"Formula, prepared from powder"
236,11710380,"Infant formula, NS as to form (Similac for Spit-Up)",Similac Sensitive RS; Similac Sensitive for Spit-Up,1,9402,"Formula, ready-to-feed"
237,11710381,"Infant formula, ready-to-feed (Similac for Spit-Up)",Similac Sensitive RS; Similac Sensitive for Spit-Up,1,9402,"Formula, ready-to-feed"
238,11710383,"Infant formula, powder, made with water, NFS (Similac for Spit-Up)","Similac Sensitive RS; Similac Sensitive for Spit-Up; made with filtered tap water, well water, bottled water, or baby water",1,9404,"Formula, prepared from powder"
239,11710470,"Infant formula, NS as to form (Similac Expert Care NeoSure)",Simliac NeoSure,1,9402,"Formula, ready-to-feed"
240,11710471,"Infant formula, ready-to-feed (Similac Expert Care NeoSure)",Similac NeoSure,1,9402,"Formula, ready-to-feed"
241,11710473,"Infant formula, powder, made with water, NFS (Similac Expert Care NeoSure)",Similac NeoSure,1,9404,"Formula, prepared from powder"
242,11710477,"Infant formula, powder, made with tap water (Similac Expert Care NeoSure)",Similac Neosure; made with filtered tap water or well water,1,9404,"Formula, prepared from powder"
243,11710478,"Infant formula, powder, made with plain bottled water (Similac Expert Care NeoSure)",Similac Neosure; made with bottled spring water,1,9404,"Formula, prepared from powder"
244,11710479,"Infant formula, powder, made with baby water (Similac Expert Care NeoSure)",Similac Neosure; made with Nursery water; Gerber Pure water; Beech-Nut Spring water,1,9404,"Formula, prepared from powder"
245,11710480,"Infant formula, NS as to form (Similac Go and Grow)",Similac Go and Grow Soy,1,9402,"Formula, ready-to-feed"
246,11710481,"Infant formula, powder, made with water, NFS (Similac Go and Grow)","Similac Go and Grow Soy; made with filtered tap water, well water, bottled water, or baby water",1,9404,"Formula, prepared from powder"
247,11710620,"Infant formula, NS as to form (Enfamil Newborn)",Enfamil PREMIUM Newborn,1,9402,"Formula, ready-to-feed"
248,11710621,"Infant formula, ready-to-feed (Enfamil Newborn)",Enfamil PREMIUM Newborn,1,9402,"Formula, ready-to-feed"
249,11710626,"Infant formula, powder, made with water, NFS (Enfamil Newborn)",Enfamil PREMIUM Newborn,1,9404,"Formula, prepared from powder"
250,11710627,"Infant formula, powder, made with tap water (Enfamil Newborn)",made with filtered tap water or well water; Enfamil PREMIUM Newborn,1,9404,"Formula, prepared from powder"
251,11710628,"Infant formula, powder, made with plain bottled water (Enfamil Newborn)",made with bottled spring water; Enfamil PREMIUM Newborn,1,9404,"Formula, prepared from powder"
252,11710629,"Infant formula, powder, made with baby water (Enfamil Newborn)",made with Nursery water; Gerber Pure water; Beech-Nut Spring water; Enfamil PREMIUM Newborn,1,9404,"Formula, prepared from powder"
253,11710630,"Infant formula, NS as to form (Enfamil Infant)",Enfamil PREMIUM Infant; Enfamil LIPIL; Enfamil PREMIUM LIPIL,1,9402,"Formula, ready-to-feed"
254,11710631,"Infant formula, ready-to-feed (Enfamil Infant)",Enfamil PREMIUM Infant; Enfamil LIPIL; Enfamil PREMIUM LIPIL,1,9402,"Formula, ready-to-feed"
255,11710632,"Infant formula, liquid concentrate, made with water, NFS (Enfamil Infant)",Enfamil PREMIUM Infant; Enfamil LIPIL; Enfamil PREMIUM LIPIL,1,9406,"Formula, prepared from concentrate"
256,11710633,"Infant formula, liquid concentrate, made with tap water (Enfamil Infant)",made with filtered tap water or well water; Enfamil PREMIUM Infant; Enfamil LIPIL; Enfamil PREMIUM LIPIL,1,9406,"Formula, prepared from concentrate"
257,11710634,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",Enfamil PREMIUM Infant; Enfamil LIPIL; Enfamil PREMIUM LIPIL,1,9406,"Formula, prepared from concentrate"
258,11710635,"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",made with Nursery water; Gerber Pure water; Beech-Nut Spring water; Enfamil PREMIUM Infant; Enfamil LIPIL; Enfamil PREMIUM LIPIL,1,9406,"Formula, prepared from concentrate"
259,11710636,"Infant formula, powder, made with water, NFS (Enfamil Infant)",Enfamil PREMIUM Infant; Enfamil LIPIL; Enfamil PREMIUM LIPIL,1,9404,"Formula, prepared from powder"
260,11710637,"Infant formula, powder, made with tap water (Enfamil Infant)",made with filtered tap water or well water; Enfamil PREMIUM Infant; Enfamil LIPIL; Enfamil PREMIUM LIPIL,1,9404,"Formula, prepared from powder"
261,11710638,"Infant formula, powder, made with plain bottled water (Enfamil Infant)",made with bottled spring water; Enfamil PREMIUM Infant; Enfamil LIPIL; Enfamil PREMIUM LIPIL,1,9404,"Formula, prepared from powder"
262,11710639,"Infant formula, powder, made with baby water (Enfamil Infant)",made with Nursery water; Gerber Pure water; Beech-Nut Spring water; Enfamil PREMIUM Infant; Enfamil LIPIL; Enfamil PREMIUM LIPIL,1,9404,"Formula, prepared from powder"
263,11710660,"Infant formula, NS as to form (Enfamil A.R.)",Enfamil A.R. LIPIL,1,9402,"Formula, ready-to-feed"
264,11710661,"Infant formula, ready-to-feed (Enfamil A.R.)",Enfamil A.R. LIPIL,1,9402,"Formula, ready-to-feed"
265,11710663,"Infant formula, powder, made with water, NFS (Enfamil A.R.)",Enfamil A.R. LIPIL,1,9404,"Formula, prepared from powder"
266,11710664,"Infant formula, powder, made with tap water (Enfamil A.R.)",made with filtered tap water or well water; Enfamil A.R. LIPIL,1,9404,"Formula, prepared from powder"
267,11710665,"Infant formula, NS as to form (Enfamil EnfaCare)",Enfamil EnfaCare LIPIL,1,9402,"Formula, ready-to-feed"
268,11710666,"Infant formula, ready-to-feed (Enfamil EnfaCare)",Enfamil EnfaCare LIPIL,1,9402,"Formula, ready-to-feed"
269,11710667,"Infant formula, powder, made with water, NFS (Enfamil EnfaCare)",Enfamil EnfaCare LIPIL,1,9404,"Formula, prepared from powder"
270,11710668,"Infant formula, powder, made with plain bottled water (Enfamil A.R.)",made with bottled spring water; Enfamil A.R. Lipil,1,9404,"Formula, prepared from powder"
271,11710669,"Infant formula, powder, made with baby water (Enfamil A.R.)",made with Nursery water; Gerber Pure water; Beech-Nut Spring water; Enfamil A.R. LIPIL,1,9404,"Formula, prepared from powder"
272,11710670,"Infant formula, NS as to form (Enfamil Gentlease)",Enfamil Gentlease Lipil,1,9402,"Formula, ready-to-feed"
273,11710671,"Infant formula, ready-to-feed (Enfamil Gentlease)",Enfamil Gentlease Lipil,1,9402,"Formula, ready-to-feed"
274,11710673,"Infant formula, powder, made with water, NFS (Enfamil Gentlease)",Enfamil Gentlease Lipil,1,9404,"Formula, prepared from powder"
275,11710674,"Infant formula, powder, made with tap water (Enfamil EnfaCare)",made with filtered tap water or well water; Enfamil EnfaCare LIPIL,1,9404,"Formula, prepared from powder"
276,11710675,"Infant formula, powder, made with plain bottled water (Enfamil EnfaCare)",made with bottled spring water; Enfamil EnfaCare LIPIL,1,9404,"Formula, prepared from powder"
277,11710676,"Infant formula, powder, made with baby water (Enfamil EnfaCare)",made with Nursery water; Gerber Pure water; Beech-Nut Spring water; Enfamil EnfaCare LIPIL,1,9404,"Formula, prepared from powder"
278,11710677,"Infant formula, powder, made with tap water (Enfamil Gentlease)",made with filtered tap water or well water; Enfamil Gentlease Lipil,1,9404,"Formula, prepared from powder"
279,11710678,"Infant formula, powder, made with plain bottled water (Enfamil Gentlease)",Enfamil Gentlease Lipil; made with bottled spring water,1,9404,"Formula, prepared from powder"
280,11710679,"Infant formula, powder, made with baby water (Enfamil Gentlease)",Enfamil Gentlease Lipil; made with Nursery water; Gerber Pure water; Beech-Nut Spring water,1,9404,"Formula, prepared from powder"
281,11710680,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions)",Enfagrow PREMIUM Next Step LIPIL; Enfagrow PREMIUM,1,9402,"Formula, ready-to-feed"
282,11710681,"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions)",Enfagrow PREMIUM Next Step LIPIL; Enfagrow PREMIUM,1,9402,"Formula, ready-to-feed"
283,11710683,"Infant formula, powder, made with water, NFS (Enfamil Enfragrow Toddler Transitions)",Enfamil PREMIUM Next Step LIPIL,1,9404,"Formula, prepared from powder"
284,11710687,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions)",made with filtered tap water or well water; Enfamil PREMIUM Next Step LIPIL; Enfagrow PREMIUM,1,9404,"Formula, prepared from powder"
285,11710688,"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions)",Enfamil PREMIUM Next Step LIPIL; made with bottled spring water; Enfagrow PREMIUM,1,9404,"Formula, prepared from powder"
286,11710689,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions)",Enfamil PREMIUM Next Step LIPIL; made with Nursery waters; Gerber Pure water; Beech-Nut Spring water; Enfagrow PREMIUM,1,9404,"Formula, prepared from powder"
287,11710690,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Gentlease)",Enfamil Gentlease Next Step LIPIL,1,9402,"Formula, ready-to-feed"
288,11710693,"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Gentlease)",,1,9404,"Formula, prepared from powder"
289,11710697,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease)",made with filtered tap water or well water; Enfamil Gentlease Next Step LIPIL,1,9404,"Formula, prepared from powder"
290,11710698,"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions Gentlease)",made with bottled spring water; Enfamil Gentlease Next Step LIPIL,1,9404,"Formula, prepared from powder"
291,11710699,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions Gentlease)",made with Nursery water; Gerber Pure water; Beech-Nut Spring water; Enfamil Gentlease Next Step LIPIL,1,9404,"Formula, prepared from powder"
292,11710800,"Infant formula, NS as to form (PediaSure)",all flavors,1,9402,"Formula, ready-to-feed"
293,11710801,"Infant formula, ready-to-feed (PediaSure)",all flavors,1,9402,"Formula, ready-to-feed"
294,11710805,"Infant formula, with fiber, NS as to form (PediaSure Fiber)",all flavors,1,9402,"Formula, ready-to-feed"
295,11710806,"Infant formula, with fiber, ready-to-feed (PediaSure Fiber)",all flavors,1,9402,"Formula, ready-to-feed"
296,11710910,"Infant formula, NS as to form (Gerber Good Start Gentle)",Gerber Good Start Gentle Plus,1,9402,"Formula, ready-to-feed"
297,11710911,"Infant formula, ready-to-feed (Gerber Good Start Gentle)",Gerber Good Start Gentle Plus,1,9402,"Formula, ready-to-feed"
298,11710912,"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Gentle)",Gerber Good Start Gentle Plus,1,9406,"Formula, prepared from concentrate"
299,11710913,"Infant formula, powder, made with water, NFS (Gerber Good Start Gentle)",Gerber Good Start Gentle Plus,1,9404,"Formula, prepared from powder"
300,11710914,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Gentle)",made with filtered tap water or well water; Gerber Good Start Gentle Plus,1,9406,"Formula, prepared from concentrate"
301,11710915,"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Gentle)",made with bottled spring water; Gerber Good Start Gentle Plus,1,9406,"Formula, prepared from concentrate"
302,11710916,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Gentle)",made with Nursery water; Gerber Pure water; Beech-Nut Spring water; Gerber Good Start Gentle Plus,1,9406,"Formula, prepared from concentrate"
303,11710917,"Infant formula, powder, made with tap water (Gerber Good Start Gentle)",made with filtered tap water or well water; Gerber Good Start Gentle Plus,1,9404,"Formula, prepared from powder"
304,11710918,"Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle)",made with bottled spring water; Gerber Good Start Gentle Plus,1,9404,"Formula, prepared from powder"
305,11710919,"Infant formula, powder, made with baby water (Gerber Good Start Gentle)",made with Nursery water; Gerber Pure water; Beech-Nut Spring water; Gerber Good Start Gentle Plus,1,9404,"Formula, prepared from powder"
306,11710920,"Infant formula, NS as to form (Gerber Good Start Protect)",Gerber Good Start Soy Plus,1,9402,"Formula, ready-to-feed"
307,11710923,"Infant formula, powder, made with water, NFS (Gerber Good Start Protect)",Gerber Good Start Soy Plus,1,9404,"Formula, prepared from powder"
308,11710927,"Infant formula, powder, made with tap water (Gerber Good Start Protect)",made with filtered tap water or well water; Gerber Good Start Soy Plus,1,9404,"Formula, prepared from powder"
309,11710928,"Infant formula, powder, made with plain bottled water (Gerber Good Start Protect)",made with bottled spring water; Gerber Good Start Soy Plus,1,9404,"Formula, prepared from powder"
310,11710929,"Infant formula, powder, made with baby water (Gerber Good Start Protect)",made with Nursery water; Gerber Pure water; Beech-Nut Spring water; Gerber Good Start Soy Plus,1,9404,"Formula, prepared from powder"
311,11710930,"Infant formula, NS as to form (Gerber Graduates Gentle)","Gerber Good Start 2 Gentle Plus; prepared from powder; made with tap water, well water, bottled water, or baby water",1,9402,"Formula, ready-to-feed"
312,11710940,"Infant formula, NS as to form (Gerber Graduates Protect)","Gerber Good Start 2 Protect Plus; prepared from powder; made with tap water, well water, bottled water, or baby water",1,9402,"Formula, ready-to-feed"
313,11710960,"Infant formula, NS as to form (Store Brand)",Parents' Choice,1,9402,"Formula, ready-to-feed"
314,11710961,"Infant formula, liquid concentrate, made with water, NFS (Store Brand)",Parents' Choice,1,9406,"Formula, prepared from concentrate"
315,11710962,"Infant formula, powder, made with water, NFS (Store Brand)",Parents' Choice,1,9404,"Formula, prepared from powder"
316,11710963,"Infant formula, ready-to-feed (Store Brand)",Parents' Choice,1,9402,"Formula, ready-to-feed"
